id,loan_amnt,emp_title,emp_length,annual_inc,home_ownership
68429257,20000,Account Manager,3,120000.0,MORTGAGE
68669121,30000,Instructor,7,130000.0,MORTGAGE
68449134,17250,Firefighter / Paramedic,6,100000.0,MORTGAGE
68881159,35000,Pilot,10,290000.0,MORTGAGE
68409706,15000,Shipping,10,34216.0,RENT
68634108,26225,Gravedigger,10,70000.0,MORTGAGE
68881132,5000,Driver,10,77000.0,MORTGAGE
68379469,24950,IT Specialist III,10,68000.0,MORTGAGE
68605856,35000,Partner Manager,0,110000.0,MORTGAGE
68608272,7000,Accounting Specialist,10,77093.0,MORTGAGE
68389844,1650,,0,20000.0,MORTGAGE
68634028,3000,,0,48000.0,RENT
66445954,33000,Sales Associate ,2,75000.0,RENT
68398385,1600,Assistant Manager ,10,34500.0,OWN
68359335,17700,,0,67056.0,MORTGAGE
68529252,4500,Director of Operations,10,110000.0,MORTGAGE
68529313,6000,Sr. Processor Customer Service ,8,33600.0,RENT
67398550,13400,Dealer,8,68000.0,RENT
68590488,1000,sr underwriter,10,75000.0,OWN
68568976,28000,Teacher/Coach,2,60000.0,RENT
68489584,17000,Medical Social Worker,2,62400.0,RENT
68399256,6000,Office Assistant,8,60000.0,RENT
68519149,10000,Buyer,7,74000.0,MORTGAGE
68359464,32000,Team Lead Database Administration,10,230000.0,RENT
68599483,6000,,0,55000.0,RENT
68529394,5000,HVAC,6,110000.0,MORTGAGE
68636048,35000,Owner,5,250000.0,MORTGAGE
68599482,13900,Engineering Technician,7,49500.0,MORTGAGE
68539716,12000,order filler,10,46000.0,RENT
68469185,9000,Owner Operator,1,75000.0,MORTGAGE
67205992,5000,Deliveries,2,26000.0,RENT
68635940,15000,Director of Store Devopment,10,48000.0,RENT
68649699,24000,Supply Chain,10,92000.0,MORTGAGE
68509194,14000,Senior Auditor,2,71200.0,RENT
68429204,32000,Imaging Account Manager,10,240000.0,MORTGAGE
68518999,4800,Accounting ,1,27000.0,RENT
68429234,4575,,0,49680.0,MORTGAGE
68367155,2400,Barista,0,12000.0,RENT
68590284,9600,Information Receptionist,2,42834.0,RENT
68590360,6500,Sales,8,100000.0,MORTGAGE
68379425,15225,Registered Nurse,1,60000.0,RENT
68443334,5000,Accounting Admin Asst,1,72000.0,RENT
68635033,31000,"Executive Assistant, AVP",8,100000.0,MORTGAGE
68509010,23025,RN,6,75000.0,RENT
67297155,18500,Account Manager,10,62000.0,RENT
68397523,9000,Senior Supervisor offhore,8,95000.0,MORTGAGE
68529427,8500,police officer ,10,100000.0,OWN
68419151,15000,Owner ,4,60000.0,MORTGAGE
68359316,6025,,0,58000.0,MORTGAGE
68429178,6000,Accountant,7,50000.0,RENT
68569143,18850,Manufacturing Engineer,3,56650.0,MORTGAGE
68379410,16000,Manage,10,58000.0,MORTGAGE
68355322,16000,Group Operations Leader,9,80000.0,MORTGAGE
68359466,35000,Vice President of Business Development,0,150000.0,MORTGAGE
68551451,7000,Pastor,9,55000.0,MORTGAGE
68498804,20000,mechanic,1,90000.0,MORTGAGE
68569140,25000,Technologist,10,105000.0,MORTGAGE
68479181,15775,,0,47000.0,RENT
68529346,18000,IT Professional,10,93000.0,MORTGAGE
68590362,19800,,0,55000.0,OWN
68419148,16000,owner,3,90000.0,MORTGAGE
68394624,10000,Legal Assistant,10,108000.0,MORTGAGE
68649305,5000,Sales,5,120000.0,OWN
68489726,2800,Machinist,8,60000.0,OWN
68590369,16000,Electrician,7,90000.0,MORTGAGE
68358374,30000,System/Software Architect ,10,150433.0,MORTGAGE
68499471,6000,Legal Administrative Specialist,7,80000.0,MORTGAGE
67515311,14725,,0,65000.0,RENT
68551551,11500,SALES REP,5,32000.0,MORTGAGE
68649648,2375,Configuration Analyst,0,80000.0,MORTGAGE
68359256,8000,Paralegal,8,52000.0,OWN
68448940,21000,Manager and Senior Software Engineer,5,142000.0,MORTGAGE
68569010,21000,Treasury Consultant,10,125000.0,MORTGAGE
68529287,8000,Sales Rep,1,35000.0,RENT
68529345,8400,Coater Operator,10,79000.0,OWN
68399390,15000,Mechanic,10,42000.0,MORTGAGE
68539875,24000,Contract Specialist,10,135006.0,RENT
68539861,23000,Retail Sales Consultant ,4,61000.0,MORTGAGE
68537495,5000,Assembly ,1,30000.0,OWN
68478745,18000,Manager,8,120000.0,RENT
68409482,4000,Team Leader - Produce,9,40000.0,RENT
68359407,18000,Respiratory Therapist,6,100000.0,OWN
68389660,6500,nurse,2,72000.0,MORTGAGE
68518256,9000,Business Development,3,55000.0,RENT
68063217,20000,Solutions Specialist,2,80700.0,RENT
68399190,14000,"Manager, Prepared Foods",3,52000.0,MORTGAGE
68478877,24000,Manager,10,83000.0,MORTGAGE
68498811,21000,,0,85000.0,MORTGAGE
68429050,12250,Operations Specialist,10,65000.0,RENT
68478748,15000,Parts Manager ,2,70000.0,MORTGAGE
68619593,12000,Purchasing-Business,10,51000.0,MORTGAGE
68425602,10500,Paint tech,1,35000.0,MORTGAGE
68518835,14425,project manager,6,72800.0,MORTGAGE
68399199,8000,Court Interpreter,10,80000.0,MORTGAGE
68634643,15000,Seargent First Class,10,70000.0,MORTGAGE
68604247,20000,Pharmacist,4,180000.0,MORTGAGE
67958555,24000,Mgr,3,110000.0,MORTGAGE
68509038,21500,Tech Editor,9,93412.0,MORTGAGE
68599168,18000,Corrections Officer,5,50000.0,RENT
68389585,25000,,0,80052.0,MORTGAGE
68610035,10000,Security Officer,8,35000.0,RENT
68489395,28600,OR Scheduler,1,65000.0,RENT
68439065,16000,,0,56513.0,RENT
68389575,14400,Sales,0,50000.0,OWN
68634901,21000,Owner/President,6,175000.0,OWN
68478894,15000,Manager,9,55000.0,OWN
68636797,5000,SEM Specialist,0,33000.0,RENT
68610083,16500,Firefighter,3,90000.0,MORTGAGE
68428858,10000,Director,3,72000.0,MORTGAGE
68429005,32125,Finance,10,125000.0,MORTGAGE
68447042,30000,Quality Manager,0,65000.0,MORTGAGE
68369056,17700,Program Analyst,10,120000.0,MORTGAGE
67416427,8000,Body technician ,1,60000.0,MORTGAGE
68610117,27925,Financial Compliance Analyst,10,73500.0,MORTGAGE
68489404,24575,Teacher,10,57600.0,MORTGAGE
68509098,8000,Administrative Officer,10,87275.0,RENT
68426441,35000,Network eng,10,85000.0,OWN
68551040,20000,Document Control,2,67200.0,RENT
68609563,27600,Tool Pusher,6,150000.0,MORTGAGE
68599150,12000,Consultant,2,101000.0,MORTGAGE
68387974,20000,Service technician ,9,65000.0,MORTGAGE
68551129,1000,,0,15000.0,RENT
68635853,15000,Financial Advisor,10,176416.35,MORTGAGE
68439017,8000,Truck driver,1,70000.0,MORTGAGE
68438921,8000,Principal Engineer,0,127000.0,RENT
68599322,14000,,0,37265.0,OWN
68590150,7200,UM Supervisor ,10,72000.0,MORTGAGE
68399067,24000,Assistant Professor,3,200000.0,RENT
67467052,35000,Medical coder,3,75000.0,RENT
68418950,5000,Principal QA Specialist,4,85000.0,MORTGAGE
67257013,15000,Financial advisor ,4,65000.0,RENT
68399125,12000,Engineering specialist assoc.,10,78000.0,MORTGAGE
68469025,16000,Photographer/Onsite Lowe's,1,60000.0,MORTGAGE
68518910,12800,Medical Record Coder,10,62304.0,OWN
68636464,10000,Aviation maintenance ,4,45000.0,MORTGAGE
68182174,10000,sales rep,1,137000.0,MORTGAGE
68633921,12000,manager,10,35000.0,MORTGAGE
68599196,15000,teacher,10,88000.0,MORTGAGE
67725859,5000,,0,28000.0,MORTGAGE
68518837,24000,Manager,4,133000.0,MORTGAGE
68508995,20700,Staff Accountant,3,45000.0,RENT
68396443,10500,Loan Consultant-Mortgage,0,96000.0,MORTGAGE
68649523,4000,Management,10,53000.0,MORTGAGE
68635819,18000,Director Store Operations,10,160000.0,MORTGAGE
68428832,19000,Managing Member,9,75000.0,MORTGAGE
68379088,12000,Director,0,70000.0,MORTGAGE
68568952,24000,dental technician,10,65000.0,MORTGAGE
68389511,5200,Financial Advisor,0,55000.0,OWN
68617124,8800,Educator,10,64000.0,MORTGAGE
68419001,8000,Lead Journeyman Electrician,6,90000.0,OWN
68373734,10550,Wellness Coach,3,40000.0,RENT
68619681,16000,Consultant ,0,106000.0,MORTGAGE
68599262,8975,Lead operations specialist,4,38127.0,MORTGAGE
68499210,20000,Partner,10,100000.0,OWN
68607844,13650,rn case manager,9,62000.0,MORTGAGE
68509134,24000,Business Development Manager,1,50000.0,MORTGAGE
68599042,25000,Sr. Software Engineer,10,130500.0,MORTGAGE
68633119,5000,custodian,10,35000.0,RENT
68053193,4325,Assembly Line,0,46000.0,MORTGAGE
68489388,1000,,0,9964.0,RENT
68599311,27275,,0,78000.0,MORTGAGE
68636777,17000,Professor of Paramedicine,2,120000.0,RENT
68399087,10000,Project Manager,10,102500.0,MORTGAGE
68448738,2400,IT Manager,7,31200.0,RENT
68551213,4800,Attorney,5,106000.0,RENT
67645143,4900,Pharmacy Technician,1,19000.0,RENT
68489211,12475,Supervisor,3,48000.0,MORTGAGE
68539602,5000,building superintendent,2,47760.0,RENT
68409109,5000,Carpenter ,0,25000.0,RENT
68448613,12000,Marketing Director,2,75000.0,RENT
68609990,35000,Compliance Manager,0,87500.0,RENT
68568886,2000,Letter Carrier,10,70000.0,MORTGAGE
68635708,35000,Cardiovascular Technologist,10,106000.0,MORTGAGE
68428822,25600,General Manager,9,60900.0,MORTGAGE
68589957,12000,Designer,10,34500.0,OWN
68272668,12800,Analyst,0,50000.0,RENT
68468967,35000,sales person ,3,76132.0,RENT
68426738,10500,,0,30000.0,RENT
68409089,21575,Plant operator ,5,58000.0,RENT
68339981,4600,Sheriff's Officer,2,50000.0,RENT
68528537,23725,Merchandising Web Specialist,2,56500.0,OWN
68489233,21000,Vice President of Operations,1,300000.0,MORTGAGE
68550862,10000,,0,40000.0,RENT
68468975,20000,Coal miner,4,100000.0,RENT
68599045,6000,pharmacy tech,4,45000.0,MORTGAGE
68358949,10000,"Supervisor,Customer Service",10,70000.0,MORTGAGE
68549933,27600,Nurse Practitioner,9,101000.0,MORTGAGE
68589679,24000,Foreman Fire Protection,10,97000.0,MORTGAGE
68478799,35000,Pharmacist manager,10,125000.0,MORTGAGE
68619407,14000,Community Sales Lead,2,45000.0,RENT
68478768,16000,Manager,10,56000.0,RENT
68527202,35000,Portfolio Manager,9,107232.0,MORTGAGE
68489219,10000,CAM I,2,31525.0,RENT
68447829,12000,Process Engineer,10,69500.0,MORTGAGE
68418712,30000,Program Manager,9,115000.0,MORTGAGE
68428883,12500,Administrator,10,66370.0,RENT
68568736,23000,Project Manager,5,50000.0,RENT
68368853,6000,Billing Program Manager,2,62500.0,MORTGAGE
67950110,13000,In Home Service Technician,10,64000.0,MORTGAGE
68448137,12000,Business Officer,3,57500.0,OWN
68409127,30000,Systems Analyst,7,105000.0,RENT
68468722,12000,Underwriter,6,60000.0,MORTGAGE
68358834,20000,Clerk,6,72000.0,MORTGAGE
68619590,8000,Workload Analyst,0,61250.0,MORTGAGE
68599021,8000,custodian,3,35980.0,MORTGAGE
67685731,19200,service povider,10,100000.0,MORTGAGE
68635787,10000,Cook,1,30000.0,RENT
68438500,21000,Family Physician,4,150000.0,MORTGAGE
68550940,22500,Vice President,10,385000.0,MORTGAGE
68619409,12800,Compensation Specialist,0,38000.0,OWN
68398990,7000,Dr,0,60000.0,MORTGAGE
68618165,17500,progress coordinator,10,60819.0,RENT
68389266,11400,VP of operations,6,99500.0,MORTGAGE
68478134,16000,Guest Services,10,32000.0,RENT
67347174,20000,"Manager, Strategic client",10,142000.0,MORTGAGE
68568737,19800,Lot Atendant,10,45000.0,RENT
68438717,35000,manager,4,165000.0,OWN
68537027,15000,Environmental Operations,10,70000.0,MORTGAGE
68428988,6000,Senior Coordinator,4,40000.0,RENT
68409122,1500,,0,40000.0,MORTGAGE
68398997,19800,Social Worker,3,40000.0,RENT
68568762,16300,Radio COMSEC Repairer,2,57600.0,RENT
68518778,25525,FireFighter,1,63858.0,RENT
67899672,2200,Software Engineer,2,80000.0,RENT
68489237,3000,maintenance technician,7,45000.0,MORTGAGE
68518782,18000,Mail Handler,8,60000.0,MORTGAGE
68528817,18000,,0,55000.0,MORTGAGE
68539402,19600,Network Engineer,3,73000.0,RENT
68428782,11000,Clerical,1,32000.0,MORTGAGE
68568489,10000,District Credentialed Registered Nurse,2,65000.0,RENT
68408912,16000,Owner/Attorney,3,69444.0,RENT
68589773,15500,PEER SUPPORT SPECIALIST,3,38000.0,RENT
68609799,8000,Network Administrator,1,43000.0,RENT
68550537,12250,teacher ,2,45000.0,OWN
68508692,25000,Writer/Editor,4,81900.0,RENT
68389117,20000,Preschhol Teacher,10,60000.0,RENT
68589548,24000,Train operator ,8,86000.0,MORTGAGE
68398835,35000,Associate Network Engineer,10,125000.0,MORTGAGE
68448469,21000,Director,9,80000.0,MORTGAGE
68518578,16000,Field supervisor,10,60000.0,RENT
68568474,28000,Operational Applications Administrator,3,71000.0,OWN
68062388,15600,Senior Mechanical Engineer,10,121000.0,MORTGAGE
68589731,24225,Project Manager ,7,75000.0,RENT
68053168,23925,Collections Systems Operator,0,63020.92,RENT
68395893,28000,Pastor of Media,10,105000.0,MORTGAGE
68598675,14400,Electronics Technician,10,98707.0,MORTGAGE
68539375,12000,truck driver,4,60000.0,MORTGAGE
68428704,20000,EEO contract officer ,10,160000.0,OWN
68498914,35000,Human Resouces,7,130000.0,MORTGAGE
68428696,9100,Senior Account Executive ,4,50000.0,RENT
68408897,8000,Law Clerk,2,85369.0,RENT
68528747,24000,Land Use Planner,10,86200.0,MORTGAGE
68378600,10000,Pickin,6,35000.0,MORTGAGE
68489197,14350,conductor,9,75000.0,MORTGAGE
68568625,8000,area manager,10,100000.0,RENT
68478662,10000,AUTO GLASS TECH,10,50000.0,MORTGAGE
68550750,20000,DRIVER,10,85000.0,MORTGAGE
68580343,9000,Financial Center Manager,10,78000.0,MORTGAGE
68499010,16200,Manager,7,45000.0,RENT
68053177,15200,Firefighter,1,45000.0,RENT
68566118,19275,Business Analyst,0,60000.0,MORTGAGE
68438624,10000,Route Sales,4,54168.0,MORTGAGE
68063118,1800,Driver,1,26000.0,OWN
68508705,17000,Education Consultant,8,105000.0,OWN
68398662,12000,Technical Duty Officer,3,60350.0,MORTGAGE
68489076,32400,nurser rn,10,140000.0,MORTGAGE
68633703,6000,Paralegal,4,45000.0,RENT
68588423,32625,Deputy Clerk,10,68000.0,RENT
68368712,7500,Fiscal Officer,10,55224.0,MORTGAGE
68448460,15000,,0,45000.0,RENT
68568504,15000,Pro Account Representative,10,175000.0,MORTGAGE
68518631,7500,,0,54650.0,MORTGAGE
68053173,20000,Unit Supervisor,0,54000.0,OWN
68355085,9000,Medical Assistant,2,30000.0,RENT
68418661,1000,Director of Maintenance,10,117000.0,RENT
68062822,30000,Project Manager,3,100000.0,RENT
68539313,24600,Loan Closing Manager,4,136475.0,MORTGAGE
68550676,3000,Senior QA Engineer,10,86861.0,RENT
68528827,6000,sales and service officer,3,45000.0,RENT
68468752,24000,Senior Director of Business Operations,10,156400.0,RENT
66546880,30000,"Administrator, School of Medicine",10,113000.0,MORTGAGE
68528708,5600,Senior Airman,7,36000.0,RENT
68508693,33600,Office Specialist III,10,90804.0,MORTGAGE
68515651,12000,Paralegal,2,120000.0,RENT
68539295,35000,CEO,10,360000.0,RENT
66455688,10000,Lead Technical Writer Specialist,5,113254.0,RENT
67970062,17000,Senior Cloud Engineer,0,110000.0,MORTGAGE
68550628,30000,Fire medic,10,125000.0,MORTGAGE
68487530,25000,Business Outreach Coordinator,6,70000.0,MORTGAGE
68508800,6000,Speech Pathologist,10,80000.0,OWN
68436534,3000,Project  Manager,10,80000.0,MORTGAGE
68448324,5000,CNA,0,80000.0,MORTGAGE
68615666,21000,Service manager/ realtor,10,85000.0,OWN
68428489,19000,Recruiter,2,62000.0,RENT
68635615,20000,Sr Research Scientist ,10,85000.0,MORTGAGE
68428568,10500,owner,0,48000.0,MORTGAGE
68408862,2975,,0,16000.0,MORTGAGE
68488437,20000,audio engineer,0,82000.0,RENT
68053082,3600,Custodian,7,27000.0,RENT
68589510,13000,Production Associate II,10,52000.0,MORTGAGE
68448322,35000,Managing Director,8,480000.0,MORTGAGE
68589550,5000,Business Relationship Manager,10,130000.0,MORTGAGE
68633647,5600,Account Executive,2,80000.0,RENT
68468505,20500,truck driver,3,65000.0,RENT
68609555,8000,Administrative Specialist,5,36000.0,MORTGAGE
68568445,24000,Engineer,9,100000.0,MORTGAGE
68408836,15500,Registered nurse,8,60000.0,RENT
68508480,9600,Dir. of Therap[eutic Services,10,96000.0,OWN
68619050,24000,Medic,6,86000.0,RENT
68358375,15000,Sales Engineer,3,91000.0,RENT
68378570,9675,,0,22000.0,RENT
67336347,25000,Supervisor,3,100000.0,MORTGAGE
67655364,23000,manager,8,77000.0,MORTGAGE
68428543,15000,Radiology Scheduler,10,42000.0,RENT
68428459,3000,Transcript cordinator,9,35000.0,RENT
68357717,21650,,0,60000.0,MORTGAGE
68518372,10000,Senior Administrative Analyst,5,43618.0,MORTGAGE
68568402,7000,Code review ,0,125000.0,OWN
68428517,3500,Administrative Assistant,9,50000.0,RENT
68539175,10000,IT recruiter,5,85000.0,RENT
68636495,19825,President,10,144000.0,MORTGAGE
68389003,30000,Attorney,7,103000.0,MORTGAGE
68539179,2000,Titles Department Assistant Manager,10,30347.0,MORTGAGE
68053038,23900,Senior Financial Analyst III,1,120000.0,MORTGAGE
68427135,20000,Manager,2,160000.0,MORTGAGE
68172323,10000,RN,3,120000.0,MORTGAGE
68489037,10000,,0,50000.0,MORTGAGE
68618911,5000,Administrative Specialist,9,65000.0,MORTGAGE
68609612,3000,Director,4,93000.0,RENT
68408863,14400,Legal Assistant,1,60000.0,OWN
68478449,14875,Supervisor,10,56000.0,MORTGAGE
68378539,5000,clerk,5,30000.0,MORTGAGE
68636526,20000,programmer analyst,0,150000.0,RENT
68388958,30000,teacher,10,88000.0,MORTGAGE
67918135,28000,Detective,8,110000.0,MORTGAGE
68498597,4000,,0,28000.0,RENT
68518393,9600,Retirement Specialist,8,58000.0,MORTGAGE
68484841,21000,Pre-sales Manager,9,310000.0,MORTGAGE
68618992,14700,Senior Contracting Agent,0,95000.0,RENT
68428454,33600,Planning and Development Unit Supervisor,2,80000.0,OWN
68544483,20000,Firefighter,10,57000.0,OWN
68428511,7200,Registered Nurse,6,75000.0,MORTGAGE
68528624,14400,Owner/Operator,3,65000.0,MORTGAGE
68574645,21000,Associate Director of School Admin,10,93000.0,RENT
68378311,10000,Bus driver,6,48000.0,RENT
68618939,14000,New patient Coordinator,9,60000.0,RENT
68528664,28000,technical lead ,10,180000.0,RENT
68635607,9000,Allocation Analyst,2,60000.0,RENT
68618984,25000,RPG programmer,3,100877.0,MORTGAGE
68598516,21000,Software Engineer,0,150000.0,RENT
68438059,6000,,0,30000.0,MORTGAGE
68438392,24000,Admin,10,68000.0,RENT
68063108,7500,Teacher ,0,41000.0,RENT
68598255,5600,Medical Lab Tech,6,60000.0,RENT
68408662,10925,Accountant,1,56000.0,RENT
68589407,15725,Sales,0,35000.0,RENT
68428434,20000,Sr. Purser,10,85000.0,RENT
68378571,12000,burn tech,3,40000.0,MORTGAGE
68633687,6000,Meat Cutter,6,37000.0,RENT
68418422,5000,Assistant broker,5,42000.0,MORTGAGE
68633711,9600,Manager,10,82000.0,MORTGAGE
68619013,20200,Dialysis Nurse III,7,100000.0,MORTGAGE
68358546,21825,Machine Operator,10,69000.0,MORTGAGE
68438521,14400,Engineering Manager,3,84000.0,MORTGAGE
68485224,20000,President & CEO,10,200000.0,MORTGAGE
68635572,16800,Creative Director,5,74000.0,MORTGAGE
68538772,14000,VP Digital Product Development,10,113500.0,MORTGAGE
68498360,35000,Controller,0,82000.0,MORTGAGE
68525566,9400,Teacher,10,75000.0,OWN
68418477,28000,Unified Communications Manager,7,157000.0,MORTGAGE
68488956,15000,Server,3,40000.0,RENT
67889174,14700,machine operations ,3,60000.0,MORTGAGE
68367435,5975,Processor,1,32500.0,RENT
67798480,1200,staff nurse,0,38000.0,RENT
68366493,12700,order selector,1,46000.0,RENT
68378519,12000,Engineer,10,80000.0,RENT
68339846,35000,IT Project Manager,1,118560.0,OWN
68388933,12950,OFF MANAGER,10,36000.0,MORTGAGE
68418537,2200,Receptionist,10,46156.35,MORTGAGE
68053099,22000,Nurse,1,100000.0,MORTGAGE
68428513,15600,Client Concierge,4,31200.0,RENT
68407521,2400,project test manager,10,71000.0,RENT
68579899,19250,Police Communications,9,95000.0,MORTGAGE
68408705,16000,Project Manager,10,78000.0,MORTGAGE
68528492,28000,Chief of Staff,7,140892.0,MORTGAGE
67346922,20000,Regional Director of operations ,10,95000.0,MORTGAGE
68533904,18150,starts coordinator ,4,52000.0,RENT
68398427,8800,Quality assistant manager,2,61000.0,MORTGAGE
68282609,21000,,0,89000.0,MORTGAGE
68618751,14000,Data tech,10,70000.0,MORTGAGE
68498656,12000,Intermediate food service worker,8,40000.0,RENT
68508251,15400,Financial Representative,2,35000.0,RENT
68488786,30000,Systems Consultant,3,100000.0,MORTGAGE
68424809,16125,Medical assistant,5,60000.0,MORTGAGE
68476771,21000,senior loan officer,0,70000.0,MORTGAGE
68446451,18225,,0,80000.0,OWN
68428300,4200,Production and Engineering Technician,2,32448.0,MORTGAGE
68498653,28800,Owner/Manager,5,80000.0,OWN
68428403,25000,School Socila Worker,10,50000.0,MORTGAGE
68388765,21000,IT Director,5,135000.0,RENT
68488863,20000,owner,10,70000.0,OWN
68052302,8075,,0,22462.0,RENT
68418350,35000,sonoghrapher supervisor,10,100000.0,MORTGAGE
68468460,8400,Design Specialist,10,60000.0,MORTGAGE
67426791,20000,Warehouseman specialist,6,65000.0,MORTGAGE
68589132,24000,Location Manager,10,57000.0,MORTGAGE
68342248,5000,,0,30000.0,MORTGAGE
68418314,30000,System Engineer,5,102932.0,MORTGAGE
67216281,14500,Head Custodian,0,80000.0,OWN
68398437,13000,Registered Nurse,5,120000.0,MORTGAGE
68506026,13200, Registered Nurse,10,52000.0,MORTGAGE
68378405,5100,business procedures consultant,3,83000.0,MORTGAGE
68528506,5000,Recrutier,1,36500.0,MORTGAGE
68378448,35000,OWNER,6,200000.0,MORTGAGE
68356968,19325,Well Coordinator,1,108000.0,RENT
68618884,28075,Executive Assistant,10,110344.0,MORTGAGE
68578812,15000,Implementation Coordinator,10,50000.0,RENT
68598322,35000,Vice President,0,150000.0,RENT
68568284,12750,Billing Manager,9,65000.0,MORTGAGE
68498596,21000,Product Manager,5,95000.0,OWN
68580086,35000,"Director, Public Affairs & Marketing",1,170000.0,RENT
68428389,1500,Case Agent,10,45000.0,MORTGAGE
68396352,7000,Owner,10,80000.0,MORTGAGE
68539073,6000,Closer,4,55000.0,RENT
68338947,12000,PRODUCTION,2,33000.0,MORTGAGE
68634464,4000,Nursing Faculty,10,77500.0,MORTGAGE
68609443,21000,Supervisor,7,65000.0,MORTGAGE
68528530,8975,,0,60000.0,MORTGAGE
68358310,8400,,0,24000.0,RENT
68468371,35000,Manager HR,4,128700.0,RENT
68544440,30400,driver,2,80000.0,MORTGAGE
68488805,18000,Trade Lane Mgmt,10,68100.0,MORTGAGE
68416170,9475,Road Car Inspector,10,80000.0,RENT
68478194,18950,locksmith,10,60000.0,RENT
68407850,14000,Director of Sales,10,250000.0,MORTGAGE
68550015,6500,Production Planner,3,50000.0,RENT
68488865,4900,Insurance,9,52000.0,RENT
68398471,21000,Sr. HR Generalist,2,70000.0,MORTGAGE
68448237,14400,Direct support ,2,50000.0,RENT
68447277,2200,EA,0,100000.0,RENT
68063004,27000,Business Development Specialist,1,100000.0,MORTGAGE
68518176,13000,surgical coordinator ,5,39000.0,RENT
67326764,8000,registrations/verifications,1,34000.0,OWN
68609359,27000,Project Manager,4,100000.0,MORTGAGE
68635482,4800,laborer,10,45000.0,RENT
68062999,20000,Engineer,5,120000.0,MORTGAGE
67595903,23400,legal assistant,6,65000.0,OWN
68616184,10500,,0,28404.0,MORTGAGE
68528466,3500,Corporate Security Specialist,5,120000.0,MORTGAGE
68495326,30000,State Trooper,10,118000.0,RENT
68425297,5000,Officer,2,52000.0,MORTGAGE
67809875,15000,Field Account Manager,0,115000.0,MORTGAGE
68053045,8400,,0,21000.0,RENT
68550107,21400,Financial Analyst,8,51000.0,MORTGAGE
68518245,12000,Associate Director of Catering ,4,67000.0,RENT
68378362,19350,tech support,7,46000.0,MORTGAGE
68549039,3950,Quality Manager,4,58000.0,OWN
68414544,14275,7th Grade ELA Teacher,0,42000.0,MORTGAGE
68507306,17000,Pipeline Tech,8,110000.0,MORTGAGE
68618614,4000,Customer Service ,10,37500.0,RENT
68579906,8000,"Sergeant, Patrol Operations",10,86900.0,MORTGAGE
68368287,11950,,0,170000.0,OWN
68397551,20000,Operations Shift Supervisor,10,110000.0,MORTGAGE
68618621,6000,Truck driver,10,67000.0,RENT
68579920,30475,Vice President,3,175000.0,RENT
67289186,24000,Site manager,8,95000.0,RENT
68537446,35000,Accounting Manager,2,100000.0,RENT
68498521,14000,Marketing Director,3,96000.0,RENT
67810731,30800,24 hr care giver,10,111000.0,MORTGAGE
68579827,10000,Clinical assistant ,2,38000.0,OWN
68468230,3000,Se custodian,10,40000.0,RENT
68633506,13100,Web Developer & Systems Admin,0,41600.0,MORTGAGE
68566555,25000,Pump Operator,3,73000.0,MORTGAGE
68408591,16000,Scientist,1,105000.0,RENT
68428192,1500,Corporate Accounting Manager,10,95000.0,MORTGAGE
68488652,14000,Housing Specialist,6,84311.0,MORTGAGE
68358290,11900,Dealer Sales ,2,65000.0,RENT
68438158,34000,Telecom Eng,10,100861.0,MORTGAGE
68340800,25000,Registered nurse,3,100000.0,RENT
68538933,26400,Escrow clients services ,1,60000.0,RENT
68498556,9000,St. Maint Supervisor,10,185000.0,MORTGAGE
68549906,16475,Manager,10,108000.0,MORTGAGE
68618741,2500,delivery,10,42500.0,MORTGAGE
68478060,17600,Manager,10,44000.0,RENT
68408634,9900,Office Manager,2,40000.0,MORTGAGE
68498457,35000,System Analyst,10,93865.0,MORTGAGE
68468286,18000,Office Manager,5,48000.0,OWN
67725724,10000,tax collector,10,112000.0,MORTGAGE
68448054,16000,Bank teller,1,50000.0,RENT
68487491,30000, Area super visor ,10,76000.0,RENT
68478076,11200,branch manager,6,100000.0,MORTGAGE
68378240,4000,Pharmacy technician,6,29000.0,RENT
68618695,3600,material handler,5,50000.0,OWN
68368370,35000,registered nurse,2,78000.0,MORTGAGE
68476089,35000,Manager,0,375000.0,OWN
68526184,25000,foreman,10,60000.0,MORTGAGE
68508001,10000,Loan Adminstration Assistant,8,48276.0,OWN
68548432,16800,Full case ,1,40000.0,RENT
68495140,21000,Director IT,10,140000.0,OWN
68394737,22275,Lead Patient Services Specialist ,3,80000.0,MORTGAGE
68546747,9600,Teacher,4,70000.0,MORTGAGE
68468163,7000,team leader,10,34000.0,MORTGAGE
68447986,21000,foreman,10,80000.0,OWN
68468167,19075,Lead R&D Chemist,9,54000.0,OWN
68636331,35000,Supervisor CS,8,116000.0,MORTGAGE
68588955,35000,Staff Nurse,10,165000.0,MORTGAGE
68477935,35000,Senior Technical Engineering Advisor,10,250000.0,OWN
66455726,30000,Chief of Staff,10,132000.0,MORTGAGE
68618486,8800,Document Agent,0,20000.0,RENT
68368180,5000,Apprentice Electrician,3,25000.0,RENT
68568067,14650,pink nails & spa,3,30000.0,MORTGAGE
68378158,6600,Teacher- Special Education,0,49980.0,RENT
68358156,21000,offshore construction foreman,7,91000.0,MORTGAGE
68468173,20000,Registered Nurse,10,96000.0,MORTGAGE
68122153,9500,Research Technician,0,25000.0,RENT
68408441,8000,Front Desk Receptionist,0,26880.0,RENT
67828562,28000,Engineer,4,180000.0,MORTGAGE
