id,grade,home_ownership,sub_grade,int_rate,mort_acc,is_good_customer
68891856,B,OWN,B2,9.17,4,yes
68771704,B,RENT,B4,10.78,5,yes
68831737,E,MORTGAGE,E2,19.48,5,yes
68791660,B,RENT,B5,11.48,0,yes
68791663,C,MORTGAGE,C3,13.44,3,yes
68477069,A,MORTGAGE,A2,6.49,2,yes
68841768,B,MORTGAGE,B3,9.8,5,yes
68791394,D,OWN,D4,17.97,4,yes
68791692,E,OWN,E4,20.5,2,no
68921336,C,OWN,C3,13.44,3,no
68952363,A,MORTGAGE,A1,5.32,1,yes
68811776,B,MORTGAGE,B1,8.49,1,yes
68821460,C,RENT,C5,14.85,0,no
68681816,B,MORTGAGE,B2,9.17,4,no
68063391,E,MORTGAGE,E5,21.48,1,no
68861747,E,MORTGAGE,E1,18.99,3,no
68771838,C,MORTGAGE,C1,11.99,9,yes
68861868,A,RENT,A5,7.91,0,yes
68386032,D,RENT,D2,16.59,0,yes
68063374,E,MORTGAGE,E2,19.48,3,no
68791604,C,RENT,C1,11.99,0,yes
68669486,B,MORTGAGE,B5,11.48,1,no
68811545,E,MORTGAGE,E1,18.99,4,no
68811506,A,MORTGAGE,A4,7.49,6,yes
68589384,D,RENT,D5,18.49,0,yes
68565647,B,MORTGAGE,B2,9.17,2,yes
67459100,A,MORTGAGE,A1,5.32,1,yes
68942491,B,MORTGAGE,B2,9.17,1,yes
68053403,D,OWN,D1,15.77,0,no
68811538,B,MORTGAGE,B3,9.8,5,yes
68477870,C,MORTGAGE,C3,13.44,5,yes
68952284,E,MORTGAGE,E5,21.48,7,yes
68438779,C,RENT,C1,11.99,0,yes
68619364,C,RENT,C5,14.85,0,no
68751580,C,RENT,C3,13.44,1,no
68942608,D,RENT,D1,15.77,0,no
68891710,D,MORTGAGE,D4,17.97,1,no
68861640,A,MORTGAGE,A3,6.99,2,yes
68761556,A,MORTGAGE,A1,5.32,1,yes
68901685,A,OWN,A5,7.91,0,no
68669489,B,MORTGAGE,B5,11.48,4,yes
68841113,C,RENT,C4,13.99,0,yes
68488028,A,MORTGAGE,A1,5.32,2,yes
68891689,D,RENT,D2,16.59,2,no
68921402,D,MORTGAGE,D2,16.59,5,no
68617621,E,RENT,E1,18.99,0,yes
68871753,B,RENT,B1,8.49,0,yes
68942643,C,RENT,C1,11.99,0,yes
68871867,E,MORTGAGE,E4,20.5,3,yes
68731649,A,MORTGAGE,A4,7.49,5,yes
67269010,C,MORTGAGE,C1,11.99,3,yes
68398776,E,OWN,E1,18.99,5,no
68881585,C,MORTGAGE,C3,13.44,3,no
68911671,E,RENT,E4,20.5,0,no
68911678,B,MORTGAGE,B3,9.8,5,yes
68921351,A,MORTGAGE,A4,7.49,4,yes
68418425,E,RENT,E1,18.99,0,no
68741625,C,RENT,C5,14.85,0,no
68942540,E,OWN,E2,19.48,1,no
67269085,D,MORTGAGE,D3,17.27,2,yes
68429275,B,RENT,B2,9.17,2,yes
68580252,A,MORTGAGE,A1,5.32,3,yes
68942472,B,MORTGAGE,B1,8.49,1,yes
68921329,C,MORTGAGE,C1,11.99,1,yes
68881577,B,RENT,B3,9.8,0,no
68610111,B,MORTGAGE,B3,9.8,6,yes
68781464,C,MORTGAGE,C2,12.88,3,no
68721593,B,MORTGAGE,B5,11.48,3,yes
68871639,C,MORTGAGE,C1,11.99,5,yes
68771570,B,MORTGAGE,B2,9.17,3,yes
68669460,C,MORTGAGE,C1,11.99,3,yes
68506215,G,MORTGAGE,G2,27.49,0,no
68851317,A,MORTGAGE,A5,7.91,2,yes
68761624,B,OWN,B5,11.48,0,yes
68751452,C,RENT,C3,13.44,1,yes
68586877,E,RENT,E3,19.89,7,no
68861560,C,MORTGAGE,C2,12.88,1,no
68669435,C,MORTGAGE,C5,14.85,1,yes
68851459,C,RENT,C2,12.88,0,no
68489822,C,MORTGAGE,C4,13.99,4,yes
68681541,B,MORTGAGE,B1,8.49,6,yes
68550736,E,RENT,E5,21.48,0,yes
68691310,C,MORTGAGE,C2,12.88,1,no
68891358,C,MORTGAGE,C3,13.44,1,no
68952288,F,MORTGAGE,F4,25.09,2,no
68871466,B,RENT,B3,9.8,0,yes
68861247,C,MORTGAGE,C1,11.99,2,yes
68921285,B,MORTGAGE,B2,9.17,3,no
68681667,C,RENT,C5,14.85,0,no
68861514,C,MORTGAGE,C2,12.88,8,yes
68681566,C,RENT,C1,11.99,0,no
68881454,B,MORTGAGE,B2,9.17,0,yes
68489478,D,MORTGAGE,D1,15.77,1,no
68701391,D,RENT,D2,16.59,1,no
68942342,A,MORTGAGE,A5,7.91,8,yes
68691434,F,MORTGAGE,F4,25.09,3,no
67869869,C,MORTGAGE,C5,14.85,1,yes
68881434,B,MORTGAGE,B2,9.17,3,yes
68092894,C,MORTGAGE,C1,11.99,2,yes
68606538,D,MORTGAGE,D3,17.27,5,yes
68528148,B,MORTGAGE,B5,11.48,3,yes
68428264,C,OWN,C1,11.99,0,no
68871708,A,RENT,A2,6.49,0,yes
68861483,A,MORTGAGE,A4,7.49,3,no
68921280,C,MORTGAGE,C2,12.88,6,yes
68671552,C,RENT,C3,13.44,2,no
68781392,C,MORTGAGE,C1,11.99,5,yes
68448174,D,OWN,D4,17.97,2,no
68053352,F,RENT,F4,25.09,1,no
68741525,A,MORTGAGE,A2,6.49,7,yes
68791366,B,MORTGAGE,B2,9.17,2,yes
68691327,B,RENT,B5,11.48,0,yes
68671529,C,MORTGAGE,C4,13.99,3,yes
68691466,B,MORTGAGE,B3,9.8,1,yes
68881470,C,RENT,C4,13.99,0,no
68901447,B,MORTGAGE,B2,9.17,0,yes
68801112,D,OWN,D5,18.49,0,no
68871596,B,OWN,B4,10.78,0,no
68771415,B,MORTGAGE,B3,9.8,1,yes
68952160,A,MORTGAGE,A4,7.49,3,yes
68063312,A,OWN,A2,6.49,6,yes
68721421,D,OWN,D2,16.59,0,yes
68831371,C,RENT,C4,13.99,0,yes
68741549,E,RENT,E2,19.48,0,yes
68791458,C,MORTGAGE,C1,11.99,8,yes
68538520,E,RENT,E2,19.48,0,no
68891433,A,RENT,A5,7.91,1,no
68942369,C,RENT,C2,12.88,7,yes
68821442,F,MORTGAGE,F2,23.13,0,yes
68811405,C,OWN,C5,14.85,2,yes
68358335,B,MORTGAGE,B4,10.78,1,yes
68527974,E,RENT,E3,19.89,0,yes
68891382,D,MORTGAGE,D1,15.77,1,yes
67415486,A,MORTGAGE,A4,7.49,2,yes
68891576,C,RENT,C4,13.99,0,no
68389391,B,RENT,B2,9.17,0,yes
68901396,A,MORTGAGE,A5,7.91,3,yes
68053086,G,MORTGAGE,G2,27.49,1,no
68891425,C,MORTGAGE,C3,13.44,3,yes
68509085,B,MORTGAGE,B2,9.17,3,yes
68891613,B,MORTGAGE,B4,10.78,2,no
68132909,B,RENT,B5,11.48,0,yes
68731506,C,RENT,C5,14.85,0,no
68901479,B,RENT,B3,9.8,0,yes
67035452,C,MORTGAGE,C5,14.85,2,yes
68546921,C,MORTGAGE,C5,14.85,2,yes
68543838,C,RENT,C4,13.99,0,yes
68701354,C,RENT,C4,13.99,1,no
68821462,C,MORTGAGE,C3,13.44,2,yes
68831451,E,OWN,E5,21.48,1,yes
68841434,A,MORTGAGE,A1,5.32,5,yes
68701352,C,OWN,C4,13.99,1,yes
68731475,C,MORTGAGE,C4,13.99,0,no
68771429,B,MORTGAGE,B4,10.78,1,yes
68516937,E,RENT,E5,21.48,0,no
68891583,B,RENT,B3,9.8,0,no
68881438,B,MORTGAGE,B4,10.78,17,yes
68389698,D,MORTGAGE,D1,15.77,2,no
68701338,C,RENT,C3,13.44,0,no
68488740,E,MORTGAGE,E4,20.5,2,yes
68701257,B,MORTGAGE,B2,9.17,2,no
68438895,D,MORTGAGE,D3,17.27,3,yes
68741185,D,OWN,D5,18.49,3,yes
68469251,D,MORTGAGE,D2,16.59,5,yes
68671201,C,MORTGAGE,C5,14.85,0,no
68881225,A,OWN,A1,5.32,4,yes
68671252,B,MORTGAGE,B2,9.17,1,yes
68871358,C,RENT,C5,14.85,0,no
68711323,B,MORTGAGE,B4,10.78,1,yes
68911211,C,RENT,C3,13.44,0,no
68761182,A,MORTGAGE,A1,5.32,1,yes
68781168,G,RENT,G2,27.49,0,no
68811253,B,MORTGAGE,B4,10.78,5,yes
67960043,E,RENT,E3,19.89,0,no
68671250,C,MORTGAGE,C1,11.99,7,yes
68881245,D,RENT,D2,16.59,0,yes
68741303,A,MORTGAGE,A5,7.91,3,yes
68711297,C,RENT,C1,11.99,0,yes
68741297,C,RENT,C4,13.99,0,yes
67868266,B,OWN,B5,11.48,0,yes
68608786,D,RENT,D1,15.77,0,no
68586472,A,MORTGAGE,A1,5.32,4,yes
68801275,E,MORTGAGE,E5,21.48,1,no
68701282,E,RENT,E1,18.99,3,no
68751263,A,RENT,A5,7.91,2,yes
68473650,D,MORTGAGE,D3,17.27,3,no
68881323,C,OWN,C4,13.99,3,yes
68671231,C,RENT,C2,12.88,0,no
68406462,C,RENT,C4,13.99,2,yes
68448033,B,MORTGAGE,B2,9.17,1,yes
68871196,C,RENT,C5,14.85,0,no
68791224,C,RENT,C1,11.99,3,yes
68637025,C,RENT,C2,12.88,0,yes
68821183,D,RENT,D3,17.27,1,yes
68881197,C,OWN,C1,11.99,3,no
68901168,E,RENT,E3,19.89,0,no
68681222,B,RENT,B4,10.78,2,yes
68841290,C,MORTGAGE,C2,12.88,2,yes
68801335,B,RENT,B4,10.78,0,no
68891324,C,OWN,C5,14.85,1,no
68821197,F,MORTGAGE,F4,25.09,9,no
68649167,C,RENT,C4,13.99,0,yes
68801320,A,MORTGAGE,A4,7.49,3,yes
68921220,D,OWN,D1,15.77,2,no
68396649,C,RENT,C1,11.99,0,no
68781230,D,RENT,D1,15.77,0,no
68681198,A,MORTGAGE,A5,7.91,2,yes
68575796,A,RENT,A5,7.91,0,no
68791245,B,MORTGAGE,B2,9.17,2,yes
68379322,D,RENT,D2,16.59,3,yes
68781176,G,MORTGAGE,G1,26.99,1,no
68781263,B,MORTGAGE,B1,8.49,1,yes
68671232,B,OWN,B2,9.17,3,yes
68741132,D,MORTGAGE,D4,17.97,3,no
68589734,D,MORTGAGE,D3,17.27,0,no
68751119,D,RENT,D3,17.27,5,no
68428771,F,RENT,F2,23.13,0,yes
68590576,A,MORTGAGE,A3,6.99,8,yes
68540052,C,MORTGAGE,C4,13.99,1,yes
68649956,C,MORTGAGE,C4,13.99,4,yes
68871155,C,MORTGAGE,C1,11.99,2,yes
68469417,B,RENT,B4,10.78,0,yes
68701114,C,RENT,C2,12.88,2,no
68791119,C,MORTGAGE,C2,12.88,3,yes
68590482,B,MORTGAGE,B2,9.17,4,yes
68399521,B,MORTGAGE,B2,9.17,2,yes
68599744,D,MORTGAGE,D4,17.97,2,no
68921123,D,RENT,D5,18.49,0,no
68636980,D,MORTGAGE,D2,16.59,4,yes
68540122,C,RENT,C4,13.99,1,yes
68670122,A,RENT,A2,6.49,0,no
68477906,C,OWN,C4,13.99,0,yes
68821139,D,MORTGAGE,D2,16.59,1,yes
68469422,D,MORTGAGE,D3,17.27,1,yes
68599666,E,OWN,E1,18.99,4,no
68419226,D,RENT,D3,17.27,0,no
68911130,C,RENT,C1,11.99,0,yes
68509390,C,RENT,C2,12.88,3,no
68449136,B,MORTGAGE,B2,9.17,5,yes
68496801,B,MORTGAGE,B2,9.17,3,no
68801141,A,RENT,A2,6.49,0,yes
68761134,E,MORTGAGE,E3,19.89,1,yes
68397379,E,RENT,E4,20.5,0,no
68590516,D,MORTGAGE,D4,17.97,5,yes
67279521,A,MORTGAGE,A2,6.49,2,yes
68911135,E,MORTGAGE,E3,19.89,3,no
68418787,C,MORTGAGE,C1,11.99,9,no
68429436,C,MORTGAGE,C5,14.85,2,no
68636102,C,MORTGAGE,C5,14.85,0,no
68419283,A,RENT,A5,7.91,0,yes
68379063,B,RENT,B5,11.48,0,yes
68479239,C,RENT,C4,13.99,1,yes
68590599,A,MORTGAGE,A5,7.91,3,yes
6190376,C,RENT,C5,14.85,1,yes
68519228,B,RENT,B4,10.78,0,yes
68528727,F,RENT,F1,22.45,3,no
68357829,E,MORTGAGE,E2,19.48,2,no
68669128,D,MORTGAGE,D4,17.97,1,yes
68649913,E,RENT,E2,19.48,0,no
68499615,D,OWN,D4,17.97,0,no
68529057,C,OWN,C3,13.44,1,yes
68711127,F,RENT,F2,23.13,0,no
68359671,D,RENT,D4,17.97,0,no
68529489,A,OWN,A4,7.49,0,yes
68569229,A,RENT,A2,6.49,2,yes
68063124,D,RENT,D3,17.27,0,no
68429257,B,MORTGAGE,B1,8.49,4,yes
68669121,C,MORTGAGE,C4,13.99,3,no
68449134,C,MORTGAGE,C3,13.44,2,yes
68881159,E,MORTGAGE,E4,20.5,2,yes
68409706,C,RENT,C3,13.44,0,yes
68634108,D,MORTGAGE,D5,18.49,4,yes
68881132,C,MORTGAGE,C4,13.99,4,no
68379469,E,MORTGAGE,E4,20.5,1,yes
68605856,C,MORTGAGE,C1,11.99,5,no
68608272,C,MORTGAGE,C1,11.99,0,yes
68389844,A,MORTGAGE,A1,5.32,2,yes
68634028,C,RENT,C5,14.85,0,no
66445954,B,RENT,B2,9.17,0,no
68398385,D,OWN,D5,18.49,0,yes
68359335,F,MORTGAGE,F1,22.45,4,no
68529252,C,MORTGAGE,C2,12.88,3,yes
68529313,B,RENT,B2,9.17,0,yes
67398550,A,RENT,A3,6.99,0,no
68590488,C,OWN,C1,11.99,1,yes
68568976,F,RENT,F1,22.45,0,yes
68489584,D,RENT,D5,18.49,0,yes
68399256,A,RENT,A2,6.49,0,yes
68519149,C,MORTGAGE,C3,13.44,0,yes
68359464,B,RENT,B3,9.8,7,yes
68599483,B,RENT,B1,8.49,0,no
68529394,C,MORTGAGE,C2,12.88,4,no
68636048,C,MORTGAGE,C1,11.99,1,no
68599482,A,MORTGAGE,A4,7.49,1,yes
68539716,D,RENT,D4,17.97,0,no
68469185,C,MORTGAGE,C1,11.99,0,no
67205992,C,RENT,C2,12.88,0,yes
68635940,E,RENT,E4,20.5,0,no
68649699,B,MORTGAGE,B1,8.49,6,no
68509194,D,RENT,D3,17.27,1,no
68429204,B,MORTGAGE,B3,9.8,4,yes
68518999,B,RENT,B3,9.8,0,yes
68429234,C,MORTGAGE,C5,14.85,3,no
68367155,C,RENT,C5,14.85,0,yes
68590284,C,RENT,C2,12.88,0,yes
68590360,C,MORTGAGE,C2,12.88,1,yes
68379425,C,RENT,C5,14.85,0,yes
68443334,B,RENT,B1,8.49,0,yes
68635033,D,MORTGAGE,D4,17.97,0,yes
68509010,F,RENT,F1,22.45,0,no
67297155,E,RENT,E4,20.5,0,no
68397523,C,MORTGAGE,C5,14.85,0,no
68529427,C,OWN,C5,14.85,8,yes
68419151,B,MORTGAGE,B1,8.49,0,yes
68359316,B,MORTGAGE,B4,10.78,0,yes
68429178,C,RENT,C4,13.99,0,yes
68569143,E,MORTGAGE,E3,19.89,1,no
68379410,A,MORTGAGE,A1,5.32,4,yes
68355322,C,MORTGAGE,C3,13.44,1,yes
68359466,C,MORTGAGE,C4,13.99,3,yes
68551451,A,MORTGAGE,A1,5.32,0,yes
68498804,B,MORTGAGE,B3,9.8,2,yes
68569140,E,MORTGAGE,E5,21.48,5,yes
68479181,B,RENT,B5,11.48,0,yes
68529346,A,MORTGAGE,A3,6.99,1,yes
68590362,C,OWN,C4,13.99,0,yes
68419148,C,MORTGAGE,C1,11.99,3,no
68394624,B,MORTGAGE,B4,10.78,3,yes
68649305,C,OWN,C2,12.88,8,yes
68489726,C,OWN,C2,12.88,1,no
68590369,C,MORTGAGE,C4,13.99,3,yes
68358374,C,MORTGAGE,C3,13.44,1,yes
68499471,B,MORTGAGE,B3,9.8,1,yes
67515311,F,RENT,F2,23.13,5,no
68551551,C,MORTGAGE,C5,14.85,5,yes
68649648,B,MORTGAGE,B1,8.49,0,yes
68359256,C,OWN,C1,11.99,1,no
68448940,C,MORTGAGE,C2,12.88,3,yes
68569010,C,MORTGAGE,C3,13.44,1,yes
68529287,C,RENT,C2,12.88,0,yes
68529345,B,OWN,B1,8.49,4,yes
68399390,D,MORTGAGE,D5,18.49,3,no
68539875,D,RENT,D2,16.59,11,no
68539861,C,MORTGAGE,C3,13.44,1,no
68537495,D,OWN,D4,17.97,2,no
68478745,C,RENT,C2,12.88,0,no
68409482,B,RENT,B5,11.48,0,yes
68359407,C,OWN,C2,12.88,4,yes
68389660,B,MORTGAGE,B4,10.78,1,yes
68518256,C,RENT,C1,11.99,0,no
68063217,C,RENT,C4,13.99,0,no
68399190,C,MORTGAGE,C3,13.44,0,yes
68478877,B,MORTGAGE,B1,8.49,1,yes
68498811,D,MORTGAGE,D2,16.59,1,no
68429050,D,RENT,D4,17.97,0,no
68478748,C,MORTGAGE,C2,12.88,3,no
68619593,B,MORTGAGE,B1,8.49,1,yes
68425602,G,MORTGAGE,G1,26.99,1,no
68518835,E,MORTGAGE,E5,21.48,3,no
68399199,A,MORTGAGE,A4,7.49,0,yes
68634643,C,MORTGAGE,C1,11.99,1,yes
68604247,A,MORTGAGE,A2,6.49,1,yes
67958555,D,MORTGAGE,D1,15.77,4,no
68509038,C,MORTGAGE,C1,11.99,5,yes
68599168,D,RENT,D3,17.27,0,no
68389585,D,MORTGAGE,D4,17.97,5,yes
68610035,B,RENT,B4,10.78,0,no
68489395,E,RENT,E2,19.48,0,no
68439065,B,RENT,B4,10.78,0,yes
68389575,B,OWN,B2,9.17,0,yes
68634901,B,OWN,B2,9.17,2,yes
68478894,A,OWN,A3,6.99,0,no
68636797,C,RENT,C2,12.88,0,yes
68610083,D,MORTGAGE,D3,17.27,2,yes
68428858,A,MORTGAGE,A1,5.32,2,yes
68429005,C,MORTGAGE,C1,11.99,7,yes
68447042,E,MORTGAGE,E1,18.99,2,no
68369056,A,MORTGAGE,A3,6.99,0,yes
67416427,B,MORTGAGE,B3,9.8,2,yes
68610117,F,MORTGAGE,F4,25.09,2,no
68489404,E,MORTGAGE,E2,19.48,5,no
68509098,A,RENT,A5,7.91,0,yes
68426441,C,OWN,C3,13.44,2,yes
68551040,C,RENT,C1,11.99,0,yes
68609563,D,MORTGAGE,D2,16.59,5,yes
68599150,B,MORTGAGE,B4,10.78,2,no
68387974,B,MORTGAGE,B3,9.8,3,yes
68551129,B,RENT,B2,9.17,0,no
68635853,E,MORTGAGE,E1,18.99,3,no
68439017,D,MORTGAGE,D3,17.27,0,yes
68438921,C,RENT,C2,12.88,1,yes
68599322,B,OWN,B3,9.8,4,yes
68590150,B,MORTGAGE,B1,8.49,1,yes
68399067,A,RENT,A1,5.32,0,yes
67467052,D,RENT,D5,18.49,0,yes
68418950,D,MORTGAGE,D1,15.77,1,yes
67257013,C,RENT,C5,14.85,0,yes
68399125,F,MORTGAGE,F1,22.45,3,yes
68469025,C,MORTGAGE,C5,14.85,1,no
68518910,D,OWN,D2,16.59,0,no
68636464,B,MORTGAGE,B5,11.48,0,no
68182174,C,MORTGAGE,C4,13.99,1,yes
68633921,C,MORTGAGE,C4,13.99,0,no
68599196,C,MORTGAGE,C1,11.99,7,no
67725859,B,MORTGAGE,B5,11.48,2,yes
68518837,A,MORTGAGE,A2,6.49,4,yes
68508995,D,RENT,D4,17.97,0,yes
68396443,B,MORTGAGE,B4,10.78,3,yes
68649523,B,MORTGAGE,B3,9.8,3,yes
68635819,A,MORTGAGE,A1,5.32,4,yes
68428832,A,MORTGAGE,A5,7.91,6,yes
68379088,D,MORTGAGE,D4,17.97,4,yes
68568952,C,MORTGAGE,C2,12.88,3,no
68389511,B,OWN,B3,9.8,1,yes
68617124,C,MORTGAGE,C3,13.44,3,yes
68419001,B,OWN,B1,8.49,2,yes
68373734,D,RENT,D1,15.77,0,no
68619681,A,MORTGAGE,A2,6.49,4,yes
68599262,E,MORTGAGE,E5,21.48,0,no
68499210,B,OWN,B5,11.48,7,no
68607844,E,MORTGAGE,E3,19.89,3,no
68509134,B,MORTGAGE,B2,9.17,2,yes
68599042,A,MORTGAGE,A1,5.32,6,yes
68633119,B,RENT,B3,9.8,0,yes
68053193,D,MORTGAGE,D4,17.97,0,yes
68489388,E,RENT,E5,21.48,0,no
68599311,C,MORTGAGE,C4,13.99,5,no
68636777,C,RENT,C3,13.44,0,yes
68399087,B,MORTGAGE,B1,8.49,3,no
68448738,C,RENT,C1,11.99,0,yes
68551213,C,RENT,C4,13.99,0,yes
67645143,D,RENT,D1,15.77,0,no
68489211,E,MORTGAGE,E3,19.89,1,no
68539602,D,RENT,D1,15.77,0,yes
68409109,C,RENT,C2,12.88,0,no
68448613,C,RENT,C5,14.85,4,no
68609990,C,RENT,C2,12.88,0,yes
68568886,C,MORTGAGE,C5,14.85,5,yes
68635708,F,MORTGAGE,F2,23.13,2,yes
68428822,C,MORTGAGE,C5,14.85,3,yes
68589957,A,OWN,A5,7.91,7,yes
68272668,B,RENT,B1,8.49,0,no
68468967,C,RENT,C4,13.99,0,no
68426738,D,RENT,D4,17.97,0,no
68409089,D,RENT,D4,17.97,0,no
68339981,C,RENT,C5,14.85,0,no
68528537,C,OWN,C5,14.85,0,no
68489233,B,MORTGAGE,B2,9.17,2,yes
68550862,C,RENT,C3,13.44,0,no
68468975,C,RENT,C1,11.99,0,no
68599045,D,MORTGAGE,D4,17.97,4,no
68358949,B,MORTGAGE,B1,8.49,1,yes
68549933,B,MORTGAGE,B4,10.78,4,yes
68589679,D,MORTGAGE,D2,16.59,5,yes
68478799,D,MORTGAGE,D3,17.27,1,no
68619407,F,RENT,F1,22.45,0,yes
68478768,D,RENT,D4,17.97,0,yes
68527202,D,MORTGAGE,D4,17.97,4,yes
68489219,D,RENT,D1,15.77,0,yes
68447829,D,MORTGAGE,D3,17.27,4,no
68418712,D,MORTGAGE,D5,18.49,1,yes
68428883,D,RENT,D2,16.59,0,yes
68568736,A,RENT,A5,7.91,0,yes
68368853,B,MORTGAGE,B1,8.49,1,yes
67950110,B,MORTGAGE,B3,9.8,2,no
68448137,B,OWN,B3,9.8,0,yes
68409127,D,RENT,D2,16.59,3,no
68468722,C,MORTGAGE,C4,13.99,3,yes
68358834,C,MORTGAGE,C5,14.85,2,no
68619590,B,MORTGAGE,B3,9.8,6,yes
68599021,C,MORTGAGE,C2,12.88,3,no
67685731,A,MORTGAGE,A4,7.49,6,yes
68635787,D,RENT,D3,17.27,0,no
68438500,B,MORTGAGE,B3,9.8,2,yes
68550940,D,MORTGAGE,D3,17.27,3,no
68619409,D,OWN,D5,18.49,0,yes
68398990,A,MORTGAGE,A4,7.49,3,yes
68618165,E,RENT,E2,19.48,0,no
68389266,A,MORTGAGE,A2,6.49,2,yes
68478134,A,RENT,A1,5.32,0,yes
67347174,B,MORTGAGE,B4,10.78,3,no
68568737,A,RENT,A5,7.91,0,yes
68438717,B,OWN,B5,11.48,0,no
68537027,C,MORTGAGE,C1,11.99,4,no
68428988,C,RENT,C5,14.85,0,no
68409122,C,MORTGAGE,C4,13.99,3,no
68398997,A,RENT,A3,6.99,0,no
68568762,C,RENT,C2,12.88,0,yes
68518778,G,RENT,G3,27.99,0,no
67899672,C,RENT,C3,13.44,0,yes
68489237,A,MORTGAGE,A5,7.91,3,yes
68518782,D,MORTGAGE,D1,15.77,0,no
68528817,C,MORTGAGE,C3,13.44,2,yes
68539402,C,RENT,C3,13.44,0,yes
68428782,C,MORTGAGE,C3,13.44,1,yes
68568489,C,RENT,C1,11.99,7,yes
68408912,C,RENT,C4,13.99,0,yes
68589773,C,RENT,C3,13.44,2,no
68609799,C,RENT,C1,11.99,0,no
68550537,D,OWN,D4,17.97,0,yes
68508692,C,RENT,C4,13.99,0,yes
68389117,B,RENT,B5,11.48,0,no
68589548,E,MORTGAGE,E1,18.99,1,yes
68398835,C,MORTGAGE,C1,11.99,4,yes
68448469,D,MORTGAGE,D2,16.59,1,no
68518578,C,RENT,C5,14.85,0,yes
68568474,A,OWN,A1,5.32,6,yes
68062388,D,MORTGAGE,D1,15.77,3,no
68589731,D,RENT,D1,15.77,0,yes
68053168,E,RENT,E5,21.48,0,no
68395893,E,MORTGAGE,E3,19.89,5,no
68598675,C,MORTGAGE,C4,13.99,6,yes
68539375,B,MORTGAGE,B1,8.49,3,yes
68428704,B,OWN,B4,10.78,3,yes
68498914,E,MORTGAGE,E2,19.48,4,yes
68428696,B,RENT,B5,11.48,0,yes
68408897,B,RENT,B5,11.48,0,yes
68528747,C,MORTGAGE,C5,14.85,2,yes
68378600,B,MORTGAGE,B3,9.8,1,yes
68489197,D,MORTGAGE,D4,17.97,1,no
68568625,B,RENT,B3,9.8,1,yes
68478662,A,MORTGAGE,A1,5.32,1,yes
68550750,C,MORTGAGE,C1,11.99,1,yes
68580343,B,MORTGAGE,B3,9.8,3,yes
68499010,F,RENT,F1,22.45,0,yes
68053177,C,RENT,C5,14.85,1,yes
68566118,C,MORTGAGE,C1,11.99,3,no
68438624,D,MORTGAGE,D1,15.77,3,no
68063118,D,OWN,D2,16.59,0,yes
68508705,A,OWN,A5,7.91,3,yes
68398662,A,MORTGAGE,A2,6.49,2,yes
68489076,B,MORTGAGE,B3,9.8,2,yes
68633703,B,RENT,B1,8.49,1,yes
68588423,C,RENT,C4,13.99,0,yes
68368712,A,MORTGAGE,A1,5.32,2,yes
68448460,E,RENT,E4,20.5,0,yes
68568504,C,MORTGAGE,C1,11.99,4,no
68518631,A,MORTGAGE,A2,6.49,5,yes
68053173,C,OWN,C3,13.44,1,yes
68355085,F,RENT,F4,25.09,0,no
68418661,B,RENT,B4,10.78,0,yes
68062822,D,RENT,D4,17.97,0,no
68539313,G,MORTGAGE,G1,26.99,5,yes
68550676,B,RENT,B5,11.48,0,yes
68528827,B,RENT,B1,8.49,1,yes
68468752,B,RENT,B3,9.8,0,yes
66546880,B,MORTGAGE,B1,8.49,6,yes
68528708,D,RENT,D1,15.77,0,no
68508693,E,MORTGAGE,E2,19.48,8,no
68515651,C,RENT,C5,14.85,0,no
68539295,A,RENT,A4,7.49,6,yes
66455688,B,RENT,B2,9.17,0,yes
67970062,C,MORTGAGE,C1,11.99,2,yes
68550628,C,MORTGAGE,C4,13.99,5,yes
68487530,C,MORTGAGE,C4,13.99,1,yes
68508800,B,OWN,B1,8.49,0,no
68436534,C,MORTGAGE,C1,11.99,3,no
68448324,C,MORTGAGE,C1,11.99,0,yes
68615666,B,OWN,B4,10.78,1,yes
68428489,C,RENT,C1,11.99,0,yes
68635615,A,MORTGAGE,A5,7.91,4,yes
68428568,E,MORTGAGE,E1,18.99,2,no
68408862,C,MORTGAGE,C4,13.99,3,yes
68488437,D,RENT,D2,16.59,3,yes
68053082,C,RENT,C2,12.88,0,yes
68589510,D,MORTGAGE,D3,17.27,4,yes
68448322,C,MORTGAGE,C3,13.44,5,no
68589550,A,MORTGAGE,A2,6.49,1,yes
68633647,C,RENT,C3,13.44,0,yes
68468505,F,RENT,F1,22.45,2,yes
68609555,C,MORTGAGE,C2,12.88,5,yes
68568445,A,MORTGAGE,A2,6.49,1,yes
68408836,C,RENT,C2,12.88,0,yes
68508480,B,OWN,B5,11.48,4,no
68619050,D,RENT,D4,17.97,0,no
68358375,A,RENT,A5,7.91,0,no
68378570,C,RENT,C2,12.88,0,no
67336347,B,MORTGAGE,B3,9.8,3,yes
67655364,C,MORTGAGE,C2,12.88,3,no
68428543,D,RENT,D3,17.27,0,no
68428459,B,RENT,B5,11.48,0,yes
68357717,D,MORTGAGE,D2,16.59,0,yes
68518372,C,MORTGAGE,C3,13.44,1,yes
68568402,B,OWN,B5,11.48,2,yes
68428517,C,RENT,C5,14.85,0,yes
68539175,B,RENT,B5,11.48,0,yes
68636495,F,MORTGAGE,F3,24.24,1,no
68389003,E,MORTGAGE,E5,21.48,8,yes
